Course Name,Difficulty Level,Course URL
RPA Lifecycle: Development and Testing,Advanced,https://www.coursera.org/learn/rpa-development-testing
Methods of Surface Analysis,Intermediate,https://www.coursera.org/learn/methods-surface-analysis
Startups in open innovation,Advanced,https://www.coursera.org/learn/startups-in-open-innovation
Python Data Structures,Intermediate,https://www.coursera.org/learn/python-data
"Blockchain, Cryptoassets, and Decentralized Finance",Beginner,https://www.coursera.org/learn/blockchain-crypto-decentralized-finance
Data Processing Using Python,Advanced,https://www.coursera.org/learn/python-data-processing
International Law in Action: the Arbitration of International Disputes,Advanced,https://www.coursera.org/learn/arbitration-international-disputes
Applied Text Mining in Python,Advanced,https://www.coursera.org/learn/python-text-mining
Engaging ELLs and Their Families in the School and Community,Advanced,https://www.coursera.org/learn/ell-families
Serve Scikit-Learn Models for Deployment with BentoML,Intermediate,https://www.coursera.org/learn/scikit-learn-model-deployment-bentoml
Making Sense of the News: News Literacy Lessons for Digital Citizens,Intermediate,https://www.coursera.org/learn/news-literacy
Astro 101: Black Holes,Beginner,https://www.coursera.org/learn/black-holes-astro-101
Patenting in Biotechnology,Advanced,https://www.coursera.org/learn/patenting-bio-ipr
Evaluating Designs with Users,Beginner,https://www.coursera.org/learn/evaluating-designs-with-users
Capstone Project � Analyzing a Real Transaction,Advanced,https://www.coursera.org/learn/capstone-project-analyzing-a-real-transaction
Create Charts and Dashboard using Google Sheets,Beginner,https://www.coursera.org/learn/charts-dashboard-google-sheets
Use Commands and Create a Remote Git Repository,Beginner,https://www.coursera.org/learn/commands-create-git-remote-repository
Advanced Modeling for Discrete Optimization,Advanced,https://www.coursera.org/learn/Advanced-modeling
Command Line in Linux,Beginner,https://www.coursera.org/learn/command-line-linux
Principles of Secure Coding,Intermediate,https://www.coursera.org/learn/secure-coding-principles
Introduction to Public Health Engineering in Humanitarian Contexts,Beginner,https://www.coursera.org/learn/engineering-humanitarian
The Development of Mobile Health Monitoring Systems,Advanced,https://www.coursera.org/learn/mobile-health-monitoring-systems
3D Printing Software,Advanced,https://www.coursera.org/learn/3d-printing-software
Building Web Applications in Django,Intermediate,https://www.coursera.org/learn/django-build-web-apps
Building Custom Regional Reports with Google Analytics,Beginner,https://www.coursera.org/learn/building-custom-regional-reports-with-google-analytics
Developing a Google SRE Culture,Advanced,https://www.coursera.org/learn/developing-a-google-sre-culture
Conflict Resolution Skills,Advanced,https://www.coursera.org/learn/conflict-resolution-skills
Building a Data Science Team,Intermediate,https://www.coursera.org/learn/build-data-science-team
"S�ren Kierkegaard - Subjectivity, Irony and the Crisis of Modernity",Intermediate,https://www.coursera.org/learn/kierkegaard
Design Thinking and Global Startup,Beginner,https://www.coursera.org/learn/startup101
Design and Analyze Secure Networked Systems,Advanced,https://www.coursera.org/learn/design-secure-networked-systems
"Mechanics: Motion, Forces, Energy and Gravity, from Particles to Planets",Intermediate,https://www.coursera.org/learn/mechanics-particles-planets
Predictive Analytics and Data Mining,Advanced,https://www.coursera.org/learn/predictive-analytics-data-mining
"Anatomy of the Chest, Abdomen, and Pelvis",Beginner,https://www.coursera.org/learn/trunk-anatomy
Database Design and Diagramming in Dia,Beginner,https://www.coursera.org/learn/database-design-and-diagramming-in-dia
A Complete Reinforcement Learning System (Capstone),Intermediate,https://www.coursera.org/learn/complete-reinforcement-learning-system
Private Equity and Venture Capital,Beginner,https://www.coursera.org/learn/private-equity
Memoir and Personal Essay: Managing Your Relationship with the Reader,Advanced,https://www.coursera.org/learn/memoir-reader-relationship
Fundamentals of Immunology: T Cells and Signaling,Advanced,https://www.coursera.org/learn/immunologyfundamentalstcellssignaling
Game Theory with Python,Beginner,https://www.coursera.org/learn/game-theory-with-python
Data Science at Scale - Capstone Project,Advanced,https://www.coursera.org/learn/datasci-capstone
Social Media Advertising,Advanced,https://www.coursera.org/learn/social-media-advertising
Photography Capstone Project,Intermediate,https://www.coursera.org/learn/photography-project
The Wonders and Challenges of Bible Education,Advanced,https://www.coursera.org/learn/wonders-challenges-bible-education
"Functions, Methods, and Interfaces in Go",Beginner,https://www.coursera.org/learn/golang-functions-methods
Search Advertising,Beginner,https://www.coursera.org/learn/search-advertising
On Strategy : What Managers Can Learn from Philosophy - PART 1,Advanced,https://www.coursera.org/learn/management-philosophy
Introduction to Big Data,Intermediate,https://www.coursera.org/learn/big-data-introduction
H�tel �De l'�toile� - a hotel in crisis?,Advanced,https://www.coursera.org/learn/hotel-management-project
Leading People and Teams Capstone,Beginner,https://www.coursera.org/learn/leading-teams-project
Corporate Finance I: Measuring and Promoting Value Creation,Advanced,https://www.coursera.org/learn/corporate-finance-measure-success
TCP/IP and Advanced Topics,Advanced,https://www.coursera.org/learn/tcp-ip-Advanced
Natural Language Processing with Probabilistic Models,Beginner,https://www.coursera.org/learn/probabilistic-models-in-nlp
Renewable Energy and Green Building Entrepreneurship,Intermediate,https://www.coursera.org/learn/renewable-energy-entrepreneurship
Surveillance Systems: The Building Blocks,Beginner,https://www.coursera.org/learn/epidemiology-surveillance-systems
"Anticipating Your Next Battle, in Business and Beyond",Advanced,https://www.coursera.org/learn/anticipate
Getting Started With Application Development,Beginner,https://www.coursera.org/learn/getting-started-app-development
Global Arctic,Beginner,https://www.coursera.org/learn/global-arctic
"Sampling People, Networks and Records",Advanced,https://www.coursera.org/learn/sampling-methods
Mindware: Critical Thinking for the Information Age,Beginner,https://www.coursera.org/learn/mindware
Precision Medicine,Advanced,https://www.coursera.org/learn/precision-medicine
Data Science Math Skills,Intermediate,https://www.coursera.org/learn/datasciencemathskills
Digital Marketing Capstone,Advanced,https://www.coursera.org/learn/digital-marketing-capstone
Understanding Plants - Part II: Fundamentals of Plant Biology,Advanced,https://www.coursera.org/learn/plant-biology
Linux Tools for Developers,Advanced,https://www.coursera.org/learn/linux-tools-for-developers
Women in Leadership: Inspiring Positive Change,Intermediate,https://www.coursera.org/learn/women-in-leadership
Hadoop Platform and Application Framework,Intermediate,https://www.coursera.org/learn/hadoop
Career 911: Your Future Job in Medicine and Healthcare,Beginner,https://www.coursera.org/learn/healthcarejobs
Business Application of Machine Learning and Artificial Intelligence in Healthcare,Intermediate,https://www.coursera.org/learn/artificialintelligence-in-healthcare
Journeys to Education Teach-Out,Beginner,https://www.coursera.org/learn/journeys-to-education-teach-out
The Product Lifecycle: A Guide from start to finish,Beginner,https://www.coursera.org/learn/the-product-life-cycle
Startup Valuation Methods,Intermediate,https://www.coursera.org/learn/startup-valuation-methods
Innovation & Entrepreneurship - From Design Thinking to Funding,Advanced,https://www.coursera.org/learn/design-thinking-entrepreneurship
TensorFlow for CNNs: Transfer Learning,Beginner,https://www.coursera.org/learn/tensorflow-for-cnns-transfer-learning
Introduction to Probability and Data with R,Advanced,https://www.coursera.org/learn/probability-intro
Calculating Descriptive Statistics in R,Beginner,https://www.coursera.org/learn/calculating-descriptive-statistics-in-r
Leadership Through Design Innovation,Advanced,https://www.coursera.org/learn/leadership-design-innovation
"Planning, Auditing and Maintaining Enterprise Systems",Beginner,https://www.coursera.org/learn/planning-auditing-maintaining-enterprise-systems
Creating Models using Smartpls,Beginner,https://www.coursera.org/learn/smartpls-Advanced-regression
Big History: Connecting Knowledge,Beginner,https://www.coursera.org/learn/big-history
Algorithms for DNA Sequencing,Advanced,https://www.coursera.org/learn/dna-sequencing
Bioinformatics: Introduction and Methods ?????: ?????,Intermediate,https://www.coursera.org/learn/bioinformatics-pku
Introduction to Machine Learning,Beginner,https://www.coursera.org/learn/machine-learning-duke
Autodesk Certified Professional: Civil 3D for Infrastructure Design Exam Prep,Intermediate,https://www.coursera.org/learn/autodesk-civil-3d-infrastructure-design
Understanding International Relations Theory,Advanced,https://www.coursera.org/learn/international-relations-theory
Bioinformatic Methods I,Beginner,https://www.coursera.org/learn/bioinformatics-methods-1
Getting Started With Game Development Using PyGame,Beginner,https://www.coursera.org/learn/getting-started-with-game-development-using-pygame
Introduction to Social Media Marketing,Beginner,https://www.coursera.org/learn/social-media-marketing-introduction
"Understanding China, 1700-2000: A Data Analytic Approach, Part 2",Beginner,https://www.coursera.org/learn/understanding-china-history-part-2
Advanced Data Structures in Java,Intermediate,https://www.coursera.org/learn/Advanced-data-structures
Introduction to Javascript: The Basics,Beginner,https://www.coursera.org/learn/intro-to-javascript-the-basics
Value Creation: The Carlson-Polizzotto Method,Beginner,https://www.coursera.org/learn/valuecreation
SEL for Students: A Path to Social Emotional Well-Being,Intermediate,https://www.coursera.org/learn/sel-for-students
Production Machine Learning Systems,Beginner,https://www.coursera.org/learn/gcp-production-ml-systems
Introduction to Cost Accounting,Beginner,https://www.coursera.org/learn/introduction-cost-accounting
Converting Challenges into Opportunities,Beginner,https://www.coursera.org/learn/converting-challenges-into-opportunities
Emerging Trends & Technologies in the Virtual K-12 Classroom,Intermediate,https://www.coursera.org/learn/k-12-education
Neurolinguistics,Beginner,https://www.coursera.org/learn/neuroling
Basic Modeling for Discrete Optimization,Intermediate,https://www.coursera.org/learn/basic-modeling
Computational Vision,Intermediate,https://www.coursera.org/learn/mind-machine-computational-vision
Troubleshooting and Debugging Techniques,Intermediate,https://www.coursera.org/learn/troubleshooting-debugging-techniques
Classify Radio Signals from Space using Keras,Beginner,https://www.coursera.org/learn/classify-radio-signals-space-keras-cnn
Industrial Biotechnology,Intermediate,https://www.coursera.org/learn/industrial-biotech
Data Visualization and Communication with Tableau,Beginner,https://www.coursera.org/learn/analytics-tableau
Relational database systems,Advanced,https://www.coursera.org/learn/relational-database
Getting Started with Power BI Desktop,Intermediate,https://www.coursera.org/learn/power-bi-desktop
